index,date,a,b,diff_pct
527,1989-09-01,6893169000000.000000,6893169000000.000000,0.000000
528,1989-10-01,6994317000000.000000,6994317000000.000000,0.000000
529,1989-11-01,6994317000000.000000,6994317000000.000000,0.000000
530,1989-12-01,6994317000000.000000,6994317000000.000000,0.000000
531,1990-01-01,7012984000000.000000,7012984000000.000000,0.000000
532,1990-02-01,7012984000000.000000,7012984000000.000000,0.000000
533,1990-03-01,7012984000000.000000,7012984000000.000000,0.000000
534,1990-04-01,7085162000000.000000,7085162000000.000000,0.000000
535,1990-05-01,7085162000000.000000,7085162000000.000000,0.000000
536,1990-06-01,7085162000000.000000,7085162000000.000000,0.000000
537,1990-07-01,7162726000000.000000,7162726000000.000000,0.000000
538,1990-08-01,7162726000000.000000,7162726000000.000000,0.000000
539,1990-09-01,7162726000000.000000,7162726000000.000000,0.000000
540,1990-10-01,7146396000000.000000,7146396000000.000000,0.000000
541,1990-11-01,7146396000000.000000,7146396000000.000000,0.000000
542,1990-12-01,7146396000000.000000,7146396000000.000000,0.000000
543,1991-01-01,7147403000000.000000,7147403000000.000000,0.000000
544,1991-02-01,7147403000000.000000,7147403000000.000000,0.000000
545,1991-03-01,7147403000000.000000,7147403000000.000000,0.000000
546,1991-04-01,7202811000000.000000,7202811000000.000000,0.000000
547,1991-05-01,7202811000000.000000,7202811000000.000000,0.000000
548,1991-06-01,7202811000000.000000,7202811000000.000000,0.000000
549,1991-07-01,7270390000000.000000,7270390000000.000000,0.000000
550,1991-08-01,7270390000000.000000,7270390000000.000000,0.000000
551,1991-09-01,7270390000000.000000,7270390000000.000000,0.000000
552,1991-10-01,7330585000000.000000,7330585000000.000000,0.000000
553,1991-11-01,7330585000000.000000,7330585000000.000000,0.000000
554,1991-12-01,7330585000000.000000,7330585000000.000000,0.000000
555,1992-01-01,7394546000000.000000,7394546000000.000000,0.000000
556,1992-02-01,7394546000000.000000,7394546000000.000000,0.000000
557,1992-03-01,7394546000000.000000,7394546000000.000000,0.000000
558,1992-04-01,7448054000000.000000,7448054000000.000000,0.000000
559,1992-05-01,7448054000000.000000,7448054000000.000000,0.000000
560,1992-06-01,7448054000000.000000,7448054000000.000000,0.000000
561,1992-07-01,7563988000000.000000,7563988000000.000000,0.000000
562,1992-08-01,7563988000000.000000,7563988000000.000000,0.000000
563,1992-09-01,7563988000000.000000,7563988000000.000000,0.000000
564,1992-10-01,7652203000000.000000,7652203000000.000000,0.000000
565,1992-11-01,7652203000000.000000,7652203000000.000000,0.000000
566,1992-12-01,7652203000000.000000,7652203000000.000000,0.000000
567,1993-01-01,7670105000000.000000,7670105000000.000000,0.000000
568,1993-02-01,7670105000000.000000,7670105000000.000000,0.000000
569,1993-03-01,7670105000000.000000,7670105000000.000000,0.000000
